tweet,Tidy_Tweets,label,name,gender
interact if u have kaeya / lisa / amber cons !! i wanna see smth,interact have kaeya lisa amber con wanna smth,0,Aalis,0
Can a gal be polite/nice without a guy thinking she’s trying to flirt him or smth?,polit nice without think tri flirt smth,0,Aadan,1
Some of Davenoblade Stans Really believe That their Oink Oink don't have internet and that's why he can't apologize... El oh el 😅 Go roleplay Joel from Tlou2 Or smth,some davenoblad stan realli believ that their oink oink have internet that apolog roleplay joel from tlou smth,0,Aaleeyah,0
"i dont feel like im entitled to feel happy, there’s so much suffering in the world and it feels to selfish and dirty to have smth good",dont feel like entitl feel happi there much suffer world feel selfish dirti have smth good,0,Aavah,0
reminder that kaeya canonically called diluc 'cute'  even if he was referring of when diluc was young but it's because now he finds him hot or smth 😞,remind that kaeya canon call diluc cute even refer when diluc young becaus find smth,0,Aalanah,0
"tommy simply tweets smth harmless, probably knows the fandom hates him and then goes abt his day fucking unbothered and yk what i love that for him",tommi simpli tweet smth harmless probabl know fandom hate then goe fuck unboth what love that,0,Aakifa,1
Generic after OD post  LFO NA trials+ TM/AM/SMM -Still TM for @LofiAim and SMM for @WispGGs  -organized and communicative -I can make pretty google sheets Yuxu#6345 on disc rt's appreciated or smth,gener after post trial still organ commun make pretti googl sheet yuxu# disc appreci smth,0,Aalycia,0
"I am still looking for someone to put their designs in my ables 😭  i can even give you bells or smth, just let my ables look pretty 😭",still look someon their design abl even give bell smth just abl look pretti,0,Aamya,0
"dude but why does the phrase 'falling in love' have to be sexualised? like I could be falling in love with my girl bestf cus she's so amazing and makes me wanna be a better person with each passing day, or I could be falling in love with my pet goldfish or smth",dude doe phrase fall love have sexualis like could fall love with girl bestf amaz make wanna better person with each pass could fall love with goldfish smth,0,Aaina,0
why tf are ppl only hating on ari for not saying anything bout this situation?? like is she the only celebrity in this world ?? NOO.  and i just hope she will say smth about it 🖤,onli hate say anyth bout thi situat like onli celebr thi world just hope will smth about,0,Aaryah,0
how will the gose exam start?? will they post a link or smth?? and where to watch /gen,will gose exam start will they post link smth where watch,0,Aaroosh,0
"Whyyy cant we just go to fucking warrr for them??!!!!  Like bruh Can countries like SA, Pak and the like just like do smth if saudi is still gonna be a cunt and a fucking half and sit on its ass. We should just write off saudi And start encouraging our own governments to do more",whyyi cant just fuck warrr them like bruh countri like like just like smth saudi still gonna cunt fuck half should just write saudi start encourag govern more,0,Aarilynn,0
"@EmilyAsper But was transforming him into a better man. I loved watching him thaw &amp; soften. I loved him always admitting when he was wrong &amp; echoing her words. It was proof that love can transform a person into smth better; our best, truest selves. #Sanditon",transform into better love watch thaw soften love alway admit when wrong echo word proof that love transform person into smth better best truest selv #sanditon,0,Aalicia,0
"After telling fans about his lost airpod, 2 days later he found it in his bag. This is the kind of situation where you tell your mom you can't find smth then she gets all ""LOOK PROPERLY"" and you find it.",after tell fan about lost airpod day later found thi kind situat where tell your find smth then get look properli find,0,Aava,0
"Top performers average a 46% ""talk to listen"" ratio.   Average salespeople are in the high 60s.  We tend to think of salespeople as having the gift of gab. But the best actually have the gift of listening.",perform averag talk listen ratio averag salespeopl high tend think salespeopl have gift best actual have gift listen,0,Aaronjoseph,1
"@archer_rs Hopefully the UK learned from mistakes of the past when it allowed the US to send Piers Morgan back... now that both James Corden and Nigel Farage are stateside, let's keep those borders closed indefinitely.",hope learn from mistak past when allow send pier morgan back that both jame corden nigel farag statesid keep those border close indefinit,0,Aailyah,0
"i know its done in good intention but saying stuff like ""noo omg ur perfect ur not fat :("" insinuites the fact that there is smth wromg with being fat in the first place",know done good intent say stuff like perfect insinuit fact that there smth wromg with be first place,0,Aashika,0
Wait she didnt say which friday tho 💀 yikes lady u better not be pulling smth on us cuz istg we gonna woop ur ass,wait didnt which friday yike ladi better pull smth istg gonna woop,0,Aavyn,1
"Kkk when asked if he had a good sleep the night before the fan party, Daniel said smth cheesy, like, he couldn't sleep at the thought of seeing Danity, but Danity was like eyy~ and Hwang Jesung bursted into laughter cuz of that lol 😂",when ask good sleep night befor parti daniel said smth cheesi like couldn sleep thought see daniti daniti like hwang jesung burst into laughter that,0,Aadarsh,1
"I just noticed smth so tommy came up with the name ""drista"" right? dream+sister. if he was american we would be saying ""drister"" omfg",just notic smth tommi came with name drista right dream sister american would say drister omfg,0,Aa'isha,0
"hi boomer, recently a lot of lesbiphobia has been going on amongst mcyttwt. it’s been very overwhelming and upsetting to us so if you could maybe drop an uplifting msg or say smth nice the lesbians who watch and adore u would appreciate it lots. &lt;3 @BoomrNA @BoomrNAlt",boomer recent lesbiphobia been go amongst mcyttwt been veri overwhelm upset could mayb drop uplift smth nice lesbian watch ador would appreci lot,0,Aarifun,0
Shaperbox 2`s frequency band function is non-linear phase  That`s like basically eqing your master with smth like EQ 3 😭😭😭😭,shaperbox frequenc band function linear phase that like basic eqe your master with smth like,0,Aada,0
is it just me or now because gas cost more the shit be running out quicker 😐,just becaus cost more shit run quicker,0,Aalaysia,0
The moment I'm trynna retweet smth twitter refreshes itself fcvk this stupidass app and it doing things i didn't ask for all the fcvking time,moment trynna retweet smth twitter refresh itself fcvk thi stupidass do thing didn fcvking time,0,Aarsh,1
"the fact that the government hasnt coined ""vaccination nation"" for some nickelodeon shit or smth to get people vaxxed agsinst covid is mind boggling to me. its so easy. its literally a free slogan you geriatric losers get on this shit rn america is dying you morons lmao",fact that govern hasnt coin vaccin nation some nickelodeon shit smth peopl vax agsinst covid mind boggl easi liter free slogan geriatr loser thi shit america die moron lmao,0,Aalina,0
"every day i confirm.. for me jin is that one who don't stutter, there's no fear in confronting anyone, not even fans.  marry u? no 😂 actor? just wait. lines? for 100 time this is how we do it. bang PD? let me go fish with him. did u just throw smth at me on stage? *face*",everi confirm that stutter there fear confront anyon even fan marri actor just wait line time thi bang fish with just throw smth stage face,0,Aamani,0
can yall some drop some achievement receipts of enha recently? im trying to do smth 🧍🏻‍♀️,yall some drop some achiev receipt enha recent tri smth,0,Aaden,1
ok so i just realized i’m not following a lot of ppl back to just interact w this tweet or smth and i’ll follow u back,just realiz follow back just interact thi tweet smth follow back,0,Aaliyaa,0
yixing may have gf stans but bro i just wanna be reincarnated as his pet or smth ... like free head pats from yixing hands whenever?? count me in,yix have stan just wanna reincarn smth like free head pat from yix hand whenev count,0,Aaleeya,0
i’m still petty over the people who dismissed dream’s merch and harassed others who wanted to support it as if they themselves don’t buy t shirts with “GAMER BLOOD” in the back of it from aeropostale or smth,still petti over peopl dismiss dream merch harass other want support they themselv shirt with gamer blood back from aeropostal smth,0,Aashvi,1
notice how 99% of the accounts that post fatspo and claim to have a bmi of 16 or lower never ever even show ANY part of their body .... like not even them holding smth ... why are you lying about your weight bestie ?,notic account that post fatspo claim have lower never ever even show part their bodi like even them hold smth lie about your weight besti,0,Aariel,0
"Uhm, kink belongs at pride period leather suits and collars are not going to traumatize the children ✋😐 maybe if you think it’s “bad” then learn the history and teach others; it’s publicized as a form of liberation.. smth which queer advocates have fought for for decades",kink belong pride period leather suit collar go traumat children mayb think then learn histori teach other public form liber smth which queer advoc have fought decad,0,Aadhyan,1
Ps: Please keep stream manual if u can🙏 but if u r busy just use playlist! playing smth is better than nothing at all!   Fightintggg fightingggg fightingg!!!  We all so freaking greatt so lets maintance thus energy!   Hot sauce road to 100 Milloon! 🔥,pleas keep stream manual busi just playlist play smth better than noth fightintggg fightingggg fightingg freak greatt let maintanc thu energi sauc road milloon,0,Aashka,0
WAIT WHAT IF THIS IS THEIR THREAT TO LIMIT MALICIOUS COMMENTS WHEN THEY ANNOUNCE HJ RETURN LIKE WHAT IF WERE GETTING THE ANNOUNCEMENT LATER TODAY OR TOMORROW OR SMTH,wait what thi their threat limit malici comment when they announc return like what were get announc later today tomorrow smth,0,Aaila,0
Oofms should we kinda take the opportunity of she Ra trending and making it Smth positive for us,oofm should kinda take opportun trend make smth posit,0,Aaroh,1
if smth i tweet gets more than 5 likes i qualify that as a “hit tweet”,smth tweet get more than like qualifi that tweet,0,Aalon,1
"I’M SO HAPPY. i really wanted joe to have a second chance in solo, and now we know he’s really taking it. he’s so so talented and i know he can do smth amazing (again) but really appreciated this time. 🥺",happi realli want have second chanc solo know realli take talent know smth amaz again realli appreci thi time,0,Aarna,0
some fan accounts here act like they’re some type of celebrity and i gotta tell u smth: ure not one ! this is stan twt sit ur ass down,some account here like they some type celebr gotta tell smth thi stan down,0,Aaisha,0
"i really didnt think it was meant to be smth offensive given that bin really did tackle the topic himself, but it really differs from ones interpretation of the situation, cuz idk both mh and bin are quite into the topic of muscle building and",realli didnt think meant smth offens given that realli tackl topic himself realli differ from one interpret situat both quit into topic muscl build,0,Aalish,0
"so, I'll be honest and say that oh aew doubting his acting dream and even giving it up is smth that didnt shock me bc I felt it coming. I never spoke about it bc I didnt want anyone misinterpreting my words &amp; thinking i'm looking down on him &amp; neglecting his character development",honest that doubt act dream even give smth that didnt shock felt come never spoke about didnt want anyon misinterpret word think look down neglect charact develop,0,Aarn,1
wait y'all seriously enjoy bitter choclate i thought it was a sick and twisted joke omg🤢,wait serious enjoy bitter choclat thought sick twist joke,0,Aadhi,1
"It kinda feels bad bc so much is happening and all I can do is spread info, donate and draw smth that’ll hopefully make someone happy for a second.......like it’s easy to just feel helpless bc u can’t do something more significant.......",kinda feel much happen spread info donat draw smth that hope make someon happi second like easi just feel helpless someth more signific,0,Aarielle,0
dou guys think Jo is not her first name and its like... an abreviation of her last name or smth ????,guy think first name like abrevi last name smth,0,Aamira,0
You know how Eda said in the teaser “I thought you didn’t wanna hear anything about me”..So what if Eda tried to tell him she was pregnant after they broke up or smth but when she was abt to tell him they fought and he told her this??? And that’s why she immediately flew to italy,know said teaser thought didn wanna hear anyth about what tri tell pregnant after they broke smth when tell they fought told thi that immedi flew itali,0,Aariyonna,0
"anyways hi im alex im a nonbinary lesbian! I dont really know what to say, I don't stream n im probably fucking bad at acting but I honestly just wanna have fun n meet people and stuff im very bad at minecraft so that's smth but id really like 2 join anyways #PyroSMP add me pls💁‍♀️",anyway alex nonbinari lesbian dont realli know what stream probabl fuck act honestli just wanna have meet peopl stuff veri minecraft that smth realli like join anyway #pyrosmp,0,A.j.,1
"i came out to my dad today and told him that i like women and he deadass told me ""ah! finally we have smth in common"". iM CRYING 🥺",came today told that like women deadass told final have smth common cri,0,Aarshiya,0
I don't really wanna break a certain narrative but I think its often the case that some members get smth and others feel resentment or think another member could to it better. I saw it happen to Bin and Eunu and even recently people felt resentment to Rocky getting a dance break.,realli wanna break certain narr think often case that some member smth other feel resent think anoth member could better happen eunu even recent peopl felt resent rocki get danc break,0,Aashiyana,0
"what's up with se*ualizing underage idols nowadays,,,, it does not make u seem cool or smth but more onto the weird and scary side that you as a grown up adult really have thoughts like this and even think it's totally alright to share them on social media",what with ualiz underag idol nowaday doe make seem cool smth more onto weird scari side that grown adult realli have thought like thi even think total alright share them social media,0,Aaryon,1
MY LIFE FLASHED BEFORE MY EYES WHEN THE GREEN SCREEN DROPPED I THOUGHT WE WERE ABOUT TO GET A DREAM FACE REVEAL OR SMTH 😭😭😭,life flash befor eye when green screen drop thought were about dream face reveal smth,0,Aaeedah,0
"i wish i’d said smth, but i’m a 5’2, small-framed asian woman and in the moment, i was afraid for my safety. i was born in canada. my parents were born in canada. before today, i had never felt unsafe in a country i’ve always called home. (3/4)",wish said smth small frame asian woman moment afraid safeti born canada parent were born canada befor today never felt unsaf countri alway call home,0,Aakib,1
Very sad about the news that Joy‘s contract ended with Espoir after two very amazing years. They treated her so well and i think Joy being their muse brought them a lot too! She carried the brand in her back like no one could tho! I guess it‘s time to move on to smth new 💚,veri about news that contract end with espoir after veri amaz year they treat well think be their muse brought them carri brand back like could guess time move smth,0,Aarifah,0
pls not people thinking aespa's gonna be like nct sdjsj sm would've said smth about that already,peopl think aespa gonna like sdjsj would said smth about that alreadi,0,Aarun,1
like this twt &amp; ill tweet smth abt u anonymously ♡,like thi tweet smth anonym,0,Aanamika,0
"@Stray_Kids I realized smth. does that mean hyunjin was supposed to be on the kitchen series wiith lee know, innie and han while the other four members are for this new series? Ahhhhh i miss hyuni :( but i cant wait for this new show omgggggggg",realiz smth doe that mean hyunjin suppos kitchen seri wiith know inni while other four member thi seri ahhhhh miss hyuni cant wait thi show omgggggggg,0,Aahna,0
"lol ,, hey filo moots, qrt with something that could get your filipino card revoked i wanna see smth",filo moot with someth that could your filipino card revok wanna smth,0,Aania,0
@thealIknower you’re literally saying obvious things ⚰️  all those mentioned artists are expected to drop new music bc they were seen doing smth or promoting new singles,liter say obviou thing those mention artist expect drop music they were seen do smth promot singl,0,Aashini,0
quick whats ur sexuality and favorite lovejoy song im trying to see smth,quick what sexual favorit lovejoy song tri smth,0,Aaryash,0
stop bringing up the fact c dropped out when ur making a “joke” abt him getting smth wrong (ex: the latest tweets @ krl) bcs no one is laughing and it’s not just a joke n it’s not lighthearted. i promise u it’s not funny.,stop bring fact drop when make joke get smth wrong latest tweet laugh just joke lightheart promis funni,0,Aarionna,0
"I'm always scared of loving someone but then they would be taken or smth, that one reason keeps me from loving people, they are too confusing for me, I hate disappointments, my whole life was a disappointment, I'm so scared of disappointment",alway scare love someon then they would taken smth that reason keep from love peopl they confus hate disappoint whole life disappoint scare disappoint,0,Aariyana,0
"if we reach 1.69k before I wake up,, I'ma give a random comment on this post #robux (say smth epic plz👶)  - followers only - like, retweet and tag frends (the more the higher chances of winning)",reach befor wake give random comment thi post #robux smth epic follow onli like retweet frend more higher chanc win,0,A,0
"@vantetrapod @sceneryfortae From what i see, since Tae didn't have a role like the leader, eldest, youngest, main rapper/dancer or vocalist for the debut at first...the term 'hidden gem/weapon' was really smth that make him shine more as the member of BTS, V, i believe💜",from what sinc didn have role like leader eldest youngest main rapper dancer vocalist debut first term hidden weapon realli smth that make shine more member believ,0,Aaronmichael,0
"Anyone who's surprised at the fact that a lot of the opposition to Trump and the big lie came from ideological conservatives like Flake, Amash, Massie, Buck, Paul and Roy shouldn't be. Like I said the reason is is unlike Trump they stand for smth other than big ego cultism....",anyon surpris fact that opposit trump came from ideolog conserv like flake amash massi buck paul shouldn like said reason unlik trump they stand smth other than cultism,0,Aari,0
"man......if they wanted to rush through smth they should've done it with the useless motoko scenes or the post climax stuffs and def not before. either we get one or two cours, it's still a questionable decision 🤷‍♀️",they want rush through smth they should done with useless motoko scene post climax stuff befor either cour still question decis,0,Aara,0
"How many transactions can safely be processed via Ravencoin blockchain per second? If average 2mb block can handle around 3500 transaction, if average transaction occupies 570 bytes of data, we get smth like 58,33 transactions per second. #Ravencoin #scalability #blockchain",mani transact safe process ravencoin blockchain second averag block handl around transact averag transact occupi byte data smth like transact second #ravencoin #scalabl #blockchain,0,Aalivia,0
"ok but think of it, heeseung is the type of guy who will sing for you everyday. will tell you sweet and cheerful words when you're not feeling well. you're the first person to know when there's smth special happened to him. never forgets to tell how valid and worth it you are.",think heeseung type will sing everyday will tell sweet cheer word when feel well first person know when there smth special happen never forget tell valid worth,0,Aayu,1
"📢 🐸 FROGGY DAY IS THIS FRIDAY, MAY 14 🐸 📢   If you are going to do smth for it, please reply. I would hate to get to Friday and we have like 3 things. 🥲  I say literally anything froggy related but think about the kinds of stuff Jorge likes, too.",froggi thi friday go smth pleas repli would hate friday have like thing liter anyth froggi relat think about kind stuff jorg like,0,Aayam,1
gonna start treating bein high risk like IM the threat so ppl will take it more seriously. gonna wear a sign that says 'BIOHAZARD' n hope it makes folks keep their distance. if yall wont acknowledge covid ill start treating my acidic blood like THATS contagious too. what then,gonna start treat bein high risk like threat will take more serious gonna wear sign that say biohazard hope make folk keep their distanc yall wont acknowledg covid start treat acid blood like that contagi what then,0,Aariketh,0
"so today i learned: (1) mark’s practicing for smth, (2) he says it’s not tiring, (3) he’s getting even better at taking selfies, (4) he’s beautiful, (5) i may be in l*ve with him",today learn mark practic smth say tire get even better take selfi beauti with,0,Aaira,0
ppl alr ordered like 7 albums or more maybe sm got scared and wanted us to cancel and just buy one or smth 💀 is this what u want??? and then u're gonna understock the album bcs the 1st week sales isn't good iS THIS HOW U'RE SABOTAGING THIS CB?!?!? gk mw suudzon tp mau suudzon 💀,order like album more mayb scare want cancel just smth thi what want then gonna understock album week sale good thi sabotag thi suudzon suudzon,0,Aashritha,0
@aIegsa @DIORB3LOVED i dont have dyslexia but ive got adhd and its incredibly difficult for me to read normal sentences let alone ones that have enderman like i focus the best i can to read smth and then just a random enderman letter appears and it throws me off its not cute and its inconsiderate,dont have dyslexia adhd incred difficult read normal sentenc alon one that have enderman like focu best read smth then just random enderman letter appear throw cute inconsider,0,Aatiqa,0
"does this count as drama?? i hope not but!! i wanna say smth about this!!   it is perfectly ok to have times where you arent perfectly keeping up w/ personal hygine. with neurodivergent people and people with mental illnesses, it is so much harder to get things done. it isnt+",doe thi count drama hope wanna smth about thi perfectli have time where arent perfectli keep person hygin with neurodiverg peopl peopl with mental ill much harder thing done isnt,0,Aayla,0
Whom do you reach out to when you're sad ? 🤔 Checking smth...,whom reach when check smth,0,Aaydn,1
please dm me cat pictures im working on smth for the lesbians   rts r appreciated i want as many cats as possible,pleas pictur work smth lesbian appreci want mani cat possibl,0,Aalayah,0
@chayoungcho Its her basically saying she doesnt need a verify badge bc shes only posting and sharing stuff on instagram for fun and for her fans family and friends or smth like that my korean is not that good but its her basically being wholesome and the best human being ever,basic say doesnt need verifi badg she onli post share stuff instagram fan famili friend smth like that korean that good basic be wholesom best human be ever,0,Aashray,0
"Still can't get over that Wei Wuxian and Hua Cheng video, I need to find a way to tattoo it on my heart or smth!!",still over that wuxian cheng video need find tattoo heart smth,0,Aaylie,0
smth I absolutely love abt Cancers we text back right away when we see the notif I love my bbs 🥰🥰🥰,smth absolut love cancer text back right away when notif love,0,Aarju,1
"no but he's right, more than half the fan wars would never have taken place if ppl on twitter dot com learned to just shut up and stay quiet if they don't have smth nice to say",right more than half war would never have taken place twitter learn just shut stay quiet they have smth nice,0,Aamanee,0
"I see all these tweets: ""Reply to this I wanna see smth"" Are y'all on twt for research purposes??",these tweet repli thi wanna smth research purpos,0,Aadam,1
"@WineDoodles @PrinConsuella_ I'm not sure if she's doing that on purpose, or if it's subconcious, but I've noticed her doing that before: she baits (most often says smth negative about a celebrity) &amp; then acts like a martyr when she receives negative feedback.",sure do that purpos subconci notic do that befor bait most often say smth neg about celebr then act like martyr when receiv neg feedback,0,Aariz,1
hey if ur an artist and ur bad at math say smth   its for science,artist math smth scienc,0,Aaradhana,0
"Thursday is a bank holiday and baeksang starts at 9am 😭 can’t believe I’ll wake up early on my free day 😂🥲 I’ll at least see Suzy, hopefully smth special happens 💛",thursday bank holiday baeksang start believ wake earli free least suzi hope smth special happen,0,Aasim,1
give me photos of ppl who u think r fatphobic i wanna do smth,give photo think fatphob wanna smth,0,Aaliyah,0
am i shadowbanned or smth??? pls interact with me so twt doesnt s word me 😭 #HopeToGaza,shadowban smth interact with doesnt word #hopetogaza,0,Aaleena,0
is butter a slang word for big fat juicy veiny hairy cock or smth?,butter slang word juici veini hairi cock smth,0,Aatif,1
hey @aimseytv wanna do smth like this sometime? ahaha jkjk...unless?,wanna smth like thi sometim ahaha jkjk unless,0,Aashik,1
"@vfxjimin this is probably not even half of them, they'd legit be like oh these are the 2020 awards or smth",thi probabl even half them they legit like these award smth,0,Aariyona,0
like are jam and vi going to speak up or smth?,like go speak smth,0,Aatam,1
"I can't even stream YouTube right now, are you guys clogging up the internet with Genshin or smth 🤣 Mark my words, I will have my revenge..!!",even stream youtub right guy clog internet with genshin smth mark word will have reveng,0,Aadit,1
i think my favorite thing abt n5fw is how you react to content like it’s sometimes “wow this is cool” but most often times “i have decided to launch myself to mars and start a colony /pos” or smth like that snsnnsjsns,think favorit thing react content like sometim thi cool most often time have decid launch myself mar start coloni smth like that snsnnsjsn,0,Aaliyahmarie,0
"Thinking about how patches could be in the dsmp and be like a spirit animal linked to dream, similar to a patronus, but instead of being used for physical defense, only appears for comfort after emotional distress and, if it gets bad enough, can become a spirit guardian or smth",think about patch could dsmp like spirit anim link dream similar patronu instead be use physic defens onli appear comfort after emot distress get enough becom spirit guardian smth,0,Aaban,1
"how do you ""copy"" 21 months worth of content in 1 week? its not adding up, do they have an embarrassment kink or smth 😭",copi month worth content week ad they have embarrass kink smth,0,Aarif,1
"The thought process when they allowed australia to be on EUROvision truly must've been smth magnificent and out of this world, the same way australia is nowhere to be found on the continent.",thought process when they allow australia eurovis truli must been smth magnific thi world same australia nowher found contin,0,Aadrika,0
"ngl i feel sus, like is there smth going on between the two groups? i mean why tf yg don't want pinkon to interact but can interact freely with other groups? everyone knows they're besties and known each other for years so wtf yg?",feel like there smth go between group mean want pinkon interact interact freeli with other group everyon know they besti known each other year,0,Aalimah,0
"@Smajor1995 @MCChampionship_ guys remember that while whitewashing in art is definitely a big problem that needs to be addressed, quackity has made it clear that he doesn’t like to be used in this kind of discussion if it’s not smth that he personally was bothered by /gen",guy rememb that while whitewash definit problem that need address quackiti made clear that doesn like use thi kind discuss smth that person bother,0,Aaronisha,0
I hate the WC fandom goddd every couple months some wildly shit au or smth will come out and people actually affected by it will be like 'hey this is weird maybe don't do that' and then four million jackasses show up like 'omg its art it's perfect don't listen to the Hay Turrs',hate fandom goddd everi coupl month some wildli shit smth will come peopl actual affect will like thi weird mayb that then four million jackass show like perfect listen turr,0,Aarti,0
"@shrey_ansh9 @shibanidandekar If bullying me makes you feel better then go ahead! If calling all of Sushant's fans bots does the trick for you, be my guest! RW IT cell, lol. Come up with smth new! 🙄",bulli make feel better then ahead call sushant fan bot doe trick guest cell come with smth,0,Aamil,1
"just saying. rhea has been prepping for smth, maybe a show. HC came yesterday and said he's gonna announce smth today. what if? 🌚 (haa meri zindagi hi delulu hai, meri har ek soch bhi delulu hi honge) 😭",just say rhea been prep smth mayb show came yesterday said gonna announc smth today what meri zindagi delulu meri soch delulu hong,0,Aaminah,0
hi guys if ur using my sour frame on ur pfp rt please i just wanna see smth,guy use sour frame pleas just wanna smth,0,A'isha,0
"I want to call out those people who won't stop using the ""UwU"" emoticon/word even in serious situation  Be honest with me, do you even know what it means? (Its smth deeper) its not just a cute emoticon  - sorry to say but I find it kinda very annoying, so I stopped using it, IMO.",want call those peopl stop use emoticon word even seriou situat honest with even know what mean smth deeper just cute emoticon sorri find kinda veri annoy stop use,0,Aashish,1
Hornets are 4-25 from 3 😭😭 Rozier is like 7/20 or smth &amp; Lamelo has barely done anything,hornet from rozier like smth lamelo bare done anyth,0,Aadithya,0
"i just wanted to say thank you for the patience and love for my stories. the lack of updates or appearance of me is due to how tired i genuinely am. i am currently through smth very private within the family. so i will take a few days break. i will come back 100% asap, sorry.",just want thank patienc love stori lack updat appear tire genuin current through smth veri privat within famili will take day break will come back asap sorri,0,Aarren,0
haechan saying he recorded smth and mark saying that he's practicing 👀,haechan say record smth mark say that practic,0,Aairah,0
"@Actually_Tina I understand feeling uncomfortable because people on the internet are ganging up on you for pointing out smth simple that other people don't point out and whatnot, but it really seems like this is being framed as ""give my friend money because people don't like what she said""",understand feel uncomfort becaus peopl internet gang point smth simpl that other peopl point whatnot realli seem like thi be frame give friend money becaus peopl like what said,0,Aanshi,0
dynamite                           blue hour                           🤝                laced with smth,dynamit blue hour lace with smth,0,Aamber,0
ALMOST 2K???? BUDDIES ALL AROUND THE WORLD ARE UNITING???? IS THIS A DREAM OR SMTH PLS WAKE ME UP,almost buddi around world unit thi dream smth wake,0,Aahad,1
would anyone have interest in smth like an aot fic writer's discord server? :0,would anyon have interest smth like writer discord server,0,Aamu,1
"@PatchesCami WAIT imagine this as george being upset and mefs and quackity are sitting kinda far-ish with their hands on his arms or smth, and then dream comes in and gives george a hug and george like tentatively hugs him back and buries his face in dreams shoulder and—  AHH IM BRAINROTTING",wait imagin thi georg be upset mef quackiti sit kinda with their hand arm smth then dream come give georg georg like tent hug back buri face dream shoulder brainrot,0,Aansh,1
"filo moots, if you need smth to cheer you up, just remember that j@m malign0 has been banned from tiktok. have a good day ❤️",filo moot need smth cheer just rememb that malign been ban from tiktok have good,0,Aadil,1
"why is it every time i come back here i see dana, amber, alex or all three doing smth questionable😭",everi time come back here dana amber alex three do smth question,0,Aaratrika,0
As a musician experiencing HYBE I was mind blown and super emotional. When yoongi said smth along the lines of him knowing he’s inspiring younger musicians and hope to meet them one day I was like full blown tears. The exhibit showing in detail all their producer work too wow..,musician experienc hybe mind blown super emot when yoongi said smth along line know inspir younger musician hope meet them like full blown tear exhibit show detail their produc work,0,Aaria,0
i just wanna say smth 》 mnet shoulve let bobby evaluate the rap unit and eunkwang for the vocal unit bc they are more than qualified to do so. instead of the cr@ppy panel of judges who know nothing about performances aside from flashy props and concept-driven acts,just wanna smth mnet shoulv bobbi evalu unit eunkwang vocal unit they more than qualifi instead panel judg know noth about perform asid from flashi prop concept driven act,0,Aayanah,0
"a lot of portrayal of intimacy severely lacks real chemistry, intimacy, attraction, satisfaction, and is would up in whatever context the creator has for all of those (and cishetero norms make that unappealing to many ppl) just smth to think abt",portray intimaci sever lack real chemistri intimaci attract satisfact would whatev context creator those cishetero norm make that unapp mani just smth think,0,Aatish,1
if you automatically assume that an adult is being sexual with minors then smth is definitely wrong with u 🤨,automat assum that adult be sexual with minor then smth definit wrong with,0,Aariya,0
"one thing i enjoy is the &lt;artist&gt;!&lt;character&gt; format. which is smth i created. ""yeah mill!maya is up top on the list of mayas i'd trust and also not. i want toni!phoenix to hug me. jett!apollo could probably break all the bones in my body with one fell swoop of a limb.""",thing enjoy artist charact format which smth creat yeah mill maya list maya trust also want toni phoenix jett apollo could probabl break bone bodi with fell swoop limb,0,Aaenab,1
"okay story time : once our social studies teacher was taking an extra period in school and smth happened which made her say ""im so gay rn"" and the whole class was staring at her and then my irl bff just stood up ad shouted ""omg maam ur gay me too"" and the teacher was like +",okay stori time onc social studi teacher take extra period school smth happen which made whole class stare then just stood shout maam teacher like,0,Aaliayh,0
"@shadarakwsw @Rizzohoneybunn @SwissArmyKnife5 @lovelyyrican girl when my depressive episode is strong, I don't reply to no one. I just scroll through social media like some sort of zombie. texting can be draining af and if I'm not in the right headspace I'd rather not text than say smth wrong",girl when depress episod strong repli just scroll through social media like some sort zombi text drain right headspac rather text than smth wrong,0,Aanav,1
"Spread love. Everyone deserves to be loved, noticed and acknowledged unless they're a murderer. I don't care if some of the people you know are stupid or annoying. Maybe there's something you don't like about them. I don't give a shit. Just go tell them hi or smth right now :) ❤️",spread love everyon deserv love notic acknowledg unless they murder care some peopl know stupid annoy mayb there someth like about them give shit just tell them smth right,0,Aajon,1
Under Cover really never gets old istg A.C.E put some crack in there or smth bc it hits EVERY. SINGLE. TIME.,under cover realli never get istg some crack there smth hit everi singl time,0,Aakash,1
"not to put pressure or smth but BTS really need to speak up about the mass murdere in Palestine, the zionists occupation are literally using a weapon that are actually BANNED INTERNATIONALLY &amp; literally no one is talking about it their word would save a lot of soul @BTS_twt pls.",pressur smth realli need speak about mass murder palestin zionist occup liter use weapon that actual ban intern liter talk about their word would save soul,0,Aarya,0
"had a weird dream where wwx was an idol but like,, also mxtx?? and he wrote mdzs as fanfic of him and lwj (i think they were already dating or smth) so he writes bl novels while also being an idol and his fans were like heyy u have the same name as my fav chara from this bl novel",weird dream where idol like also mxtx wrote mdz fanfic think they were alreadi date smth write novel while also be idol fan were like heyi have same name chara from thi novel,0,Aashman,1
Okay but my agenda of Butter having to do smth with crime scene intensifies with this teaser photo,okay agenda butter have smth with crime scene intensifi with thi teaser photo,0,Aayra,0
reply if it’s okay to interact with you like we’ve been friends for 7 years or smth,repli okay interact with like been friend year smth,0,Aarabella,0
